Lemma;Categoria;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;Totale
frantoio;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;9
friggitoria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
fucina;industrial (place);3;0;2;2;3;0;0;1;5;1;0;0;0;0;4;1;0;0;0;1;0;0;0;2;0;0;0;4;2;1;1;2;0;0;0;1;1;0;1;0;1;13;1;0;1;0;2;0;1;0;0;0;0;1;1;2;0;0;1;1;1;0;1;1;0;0;0;1;0;0;18;2;0;0;4;0;1;0;0;1;1;1;0;1;4;0;0;0;1;1;2;0;2;0;1;0;0;0;1;0;0;108
fumeria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
fureria;military (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4
garage;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;2;1;3;3;0;0;0;0;0;0;0;1;0;0;0;1;16
garitta;military (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;3;10
gasometro;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
giardino;civil (place);29;5;67;15;2;1;24;15;21;31;12;27;34;31;34;10;18;24;10;8;10;23;15;15;32;84;61;58;65;5;43;27;58;31;17;58;5;30;67;98;36;54;147;31;59;78;55;92;53;83;36;55;59;38;45;119;67;33;66;55;60;34;35;34;133;91;54;63;75;80;78;98;70;50;64;89;83;66;56;50;59;129;69;42;92;63;50;149;51;60;28;159;82;103;38;36;77;96;49;45;104;5425
giardino_pubblico;public (place);0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;1;0;1;2;0;2;0;2;1;0;2;3;0;0;0;0;2;0;3;0;1;3;0;0;0;0;2;3;0;5;0;3;1;1;1;0;0;1;0;1;2;1;0;2;0;0;2;0;2;0;0;1;1;2;18;0;3;3;1;1;5;10;104
gioielleria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;5
granaio;rural (place);0;0;0;0;1;0;2;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;5;1;4;5;0;1;3;0;0;0;0;3;3;0;1;2;3;0;3;3;2;0;0;0;9;1;2;6;1;0;3;1;0;0;4;0;1;0;3;1;3;0;1;3;3;5;1;0;0;0;2;1;0;0;0;2;0;0;0;0;1;5;0;0;2;1;2;2;6;0;1;0;5;0;1;0;125
grande_magazzino;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;18
grangia;religious (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
grattacielo;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;2;0;8
grattanuvole;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
guardiola;military (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10
hangar;military (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;52;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;56
hotel;commercial (place);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;8;14;0;0;0;1;0;0;0;0;2;0;2;0;2;0;6;0;0;2;1;5;1;0;21;0;1;2;0;0;3;0;0;0;0;0;0;1;0;24;0;0;0;102
isba;rural (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
istituto_di_credito;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
istituto_scolastico;educational (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
laboratorio;industrial (place);0;0;0;0;0;0;9;2;0;9;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;1;1;1;0;8;0;0;2;1;0;3;1;0;5;0;4;3;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;1;2;2;0;0;2;0;1;0;8;1;0;1;0;39;4;9;38;3;18;5;1;3;4;5;1;5;0;0;6;1;0;2;0;5;5;2;1;31;2;5;1;5;282
laminatoio;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
lanificio;industrial (place);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;31
latteria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;5;0;1;0;1;0;0;0;1;6;20
lavanderia;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;2;14
legatoria;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
legnaia;rural (place);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;0;0;0;0;1;6;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;5;0;0;1;0;36
libreria;commercial (place);0;0;0;0;1;0;1;2;0;2;0;3;3;1;0;0;2;0;0;1;3;1;2;2;2;0;3;0;1;1;1;1;0;2;0;1;1;0;5;2;1;1;0;0;0;4;0;2;5;6;1;7;3;5;0;3;12;8;6;0;1;0;1;0;2;1;0;4;1;3;1;0;1;3;0;1;0;2;1;1;0;3;0;1;1;0;3;15;2;0;1;3;0;3;1;1;1;0;0;1;2;169
locanda;commercial (place);3;3;6;11;0;0;0;8;2;1;0;1;1;0;10;0;2;0;1;0;0;3;0;5;1;14;4;1;1;0;1;0;0;0;0;8;0;7;17;4;3;0;22;1;4;1;9;6;1;2;7;1;4;10;5;10;5;2;14;0;0;2;6;1;4;3;0;0;0;3;0;7;0;6;3;0;4;4;1;0;27;1;0;0;0;1;1;1;1;2;0;1;1;6;0;9;3;5;0;0;0;325
lupanare;commercial (place);0;0;0;0;0;1;0;0;1;0;1;0;2;0;0;1;0;0;0;0;1;1;0;0;0;3;0;1;0;0;0;0;0;0;4;1;0;1;0;1;0;0;0;0;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;37
macelleria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;9
macello;public (place);6;0;0;4;0;0;0;0;8;2;2;0;0;0;2;0;4;0;4;2;4;4;2;6;14;24;4;6;6;6;2;2;4;0;14;6;8;20;4;4;14;6;0;2;8;4;0;8;0;6;4;4;2;0;12;0;0;8;6;2;0;0;6;12;2;6;2;4;0;10;0;0;6;0;0;0;10;0;2;4;0;8;0;8;8;6;6;0;0;0;2;0;4;4;2;4;0;8;0;4;2;390
magazzino;industrial (place);1;0;4;0;0;0;0;1;0;2;3;0;1;0;0;5;0;1;4;3;2;0;3;2;0;9;5;1;2;1;4;2;3;6;1;7;7;4;3;16;9;16;8;1;3;1;3;2;1;2;3;9;1;3;3;2;6;6;3;12;2;10;3;8;10;2;4;2;5;14;3;28;3;3;7;6;5;1;10;8;2;1;6;10;2;5;3;6;3;3;23;5;5;32;8;2;13;5;0;2;16;483
magione;civil (place);0;0;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;3;0;2;1;2;0;3;1;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;31
magona;industrial (place);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;14
malga;rural (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6
maneggio;public (place);16;0;4;5;15;1;0;3;19;0;3;3;7;2;0;3;1;1;0;2;4;4;1;22;5;15;1;7;0;2;1;3;4;1;7;3;3;0;2;3;4;1;0;3;0;0;0;4;0;3;4;5;0;1;9;0;6;0;1;1;1;0;4;4;2;0;0;2;2;4;1;3;6;0;3;1;0;0;1;0;0;0;0;2;0;4;0;0;0;0;1;0;1;2;0;0;2;1;2;1;0;265
manicomio;public (place);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;13;0;4;0;1;1;0;0;2;0;2;0;0;12;3;1;1;3;1;1;2;1;3;3;3;1;0;5;1;26;2;6;3;21;0;2;2;3;0;0;2;3;16;3;2;1;5;0;0;1;1;2;6;4;8;2;2;3;0;1;0;1;1;1;2;2;1;5;0;8;2;219
maniero;rural (place);0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;2;1;0;0;3;0;0;0;0;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;27
manifattura;industrial (place);1;0;6;1;3;0;7;4;6;1;0;0;4;0;5;0;0;2;2;2;2;1;0;0;1;0;1;0;1;0;1;1;0;1;0;3;0;0;1;0;0;59;4;1;0;0;0;0;0;0;0;0;1;0;1;1;7;1;0;5;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;148
mansarda;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
masseria;rural (place);0;0;0;0;0;0;0;0;2;0;0;0;4;1;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;6;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;1;0;9;0;3;1;0;1;0;0;3;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;5;5;1;0;0;3;0;74
mattatoio;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3
mausoleo;religious (place);0;0;0;0;1;0;2;0;3;2;0;2;0;0;0;0;0;5;0;0;0;0;0;0;0;4;2;0;1;0;0;1;2;1;0;7;8;1;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;3;0;1;0;4;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;66
mensa;public (place);12;5;8;11;12;0;18;10;22;35;16;12;11;7;8;5;1;9;1;3;3;4;10;12;12;23;6;14;17;35;13;7;7;14;18;18;16;14;15;18;17;3;5;32;10;35;4;7;4;8;5;6;9;2;16;2;13;12;22;11;8;13;2;17;5;10;5;14;3;10;11;10;10;13;6;10;11;8;13;4;3;4;0;16;6;1;3;5;7;3;4;7;6;7;0;12;2;1;0;2;8;985
mercato;commercial (place);7;1;7;8;9;8;19;8;18;8;0;26;29;3;9;2;3;17;3;5;8;13;8;10;8;46;12;18;28;3;10;21;13;10;21;10;12;16;9;9;6;30;28;11;8;13;1;11;9;6;4;12;15;45;44;18;14;5;18;21;6;7;3;7;10;8;5;15;6;6;5;3;1;4;6;3;14;12;6;4;12;10;5;9;4;7;3;4;13;8;6;5;11;34;3;2;12;26;2;4;13;1118
merceria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;22
mescita;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3
metropolitana;public (place);0;0;0;0;0;0;0;0;2;0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0;0;23
miniera;industrial (place);0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;4;5;0;0;0;2;0;1;1;0;0;0;0;0;1;0;2;2;0;0;2;1;1;0;1;0;0;0;3;1;2;0;0;0;0;23;0;1;5;1;0;0;3;0;0;0;0;3;3;1;2;0;0;0;1;1;0;0;0;0;3;0;1;1;0;1;0;1;0;1;3;0;2;0;1;0;2;1;0;10;103
monastero;religious (place);20;2;9;42;47;0;16;13;22;5;2;8;9;1;10;61;2;43;3;0;3;2;0;0;6;26;1;14;10;2;8;11;11;6;166;6;23;10;0;2;6;0;17;14;0;16;16;2;5;0;1;0;1;0;3;4;0;12;4;11;0;17;11;8;0;10;2;0;4;5;8;7;0;1;8;1;0;1;5;0;2;6;0;5;3;4;2;3;0;4;1;0;0;59;2;1;0;19;1;1;1;936
moschea;religious (place);0;0;1;0;0;0;1;0;2;7;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;3;0;3;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;3;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;61
mulino;rural (place);0;0;11;2;2;1;1;0;14;2;1;1;31;0;2;0;1;0;0;1;2;1;1;1;0;2;2;16;5;0;1;4;3;5;2;1;0;1;1;0;1;9;12;1;1;7;0;1;0;4;4;9;3;3;0;2;7;2;17;4;1;0;0;3;2;1;1;4;2;3;6;4;6;0;3;0;2;1;0;0;0;15;4;2;2;1;2;2;17;15;0;1;3;4;0;1;6;2;0;0;1;322
municipio;public (place);0;0;0;1;2;0;1;0;0;0;0;0;1;0;14;0;0;0;6;13;0;5;0;0;0;4;5;0;0;1;2;4;0;4;7;15;4;3;2;3;7;4;2;0;0;8;2;4;2;9;6;19;2;3;9;6;11;5;5;10;2;8;10;3;6;2;2;0;2;5;0;13;7;5;9;8;4;3;1;1;2;3;23;9;8;6;2;0;3;0;3;6;12;4;9;1;1;2;3;10;2;411
museo;public (place);3;0;3;0;2;0;0;1;0;0;0;0;0;0;1;0;2;1;1;0;0;5;4;0;1;3;3;7;1;5;1;2;1;0;13;16;3;1;1;5;1;4;5;4;0;2;2;4;0;3;27;4;0;4;5;22;4;1;4;11;5;8;0;11;0;4;4;33;9;7;13;10;6;9;4;1;2;2;1;4;1;6;0;26;12;0;10;5;0;3;5;0;6;6;0;1;9;2;2;1;5;426
negozio;commercial (place);0;0;5;7;22;2;3;9;9;6;0;1;10;12;6;2;1;1;3;6;8;34;3;11;4;11;4;8;10;0;13;2;5;2;7;25;11;9;0;8;5;5;7;25;12;8;7;4;12;6;5;22;2;11;16;1;14;8;11;12;3;7;12;11;4;3;12;1;8;4;6;17;36;14;13;16;3;14;5;32;8;22;37;10;17;3;7;7;6;7;9;12;13;7;11;10;16;10;4;13;17;940
ninfeo;religious (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
nuraghe;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
nursery;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;8;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;18
officina;industrial (place);0;0;0;2;0;0;1;8;7;6;10;2;1;1;2;2;0;1;2;4;11;1;3;2;0;3;0;1;3;5;0;3;2;2;8;3;1;2;1;3;4;18;4;1;4;4;13;0;1;2;0;2;6;3;7;2;23;1;0;4;0;2;9;9;1;3;0;16;1;2;2;0;18;2;2;4;9;10;34;1;83;5;2;25;13;1;8;4;4;2;5;2;8;2;35;1;1;1;0;0;8;537
opificio;industrial (place);0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;1;0;0;0;0;0;4;0;1;0;0;1;0;3;11;0;0;0;2;5;0;3;0;0;3;0;3;9;1;0;0;0;0;2;0;2;0;3;1;1;0;0;2;0;2;3;0;1;9;0;1;2;0;0;0;1;2;0;0;10;2;1;0;0;0;0;3;0;0;0;0;0;0;103
